SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
102097,0,Revolving loans,F,Y,Y,1,540000,540000,27000,540000,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.032561,-11355,-2289,-4025,-2933,16,1,1,0,1,0,0,,2,1,1,TUESDAY,18,0,0,0,0,0,0,Other,0.317397967,0.757275435,,0.0206,0,0.9518,0.3404,0.0106,0,0.1724,0.0833,0.125,0.0705,0.0168,0.0432,0,0,0.021,0,0.9518,0.3662,0.0107,0,0.1724,0.0833,0.125,0.0721,0.0184,0.045,0,0,0.0208,0,0.9518,0.3492,0.0107,0,0.1724,0.0833,0.125,0.0717,0.0171,0.044,0,0,reg oper account,block of flats,0.034,"Stone, brick",No,0,0,0,0,-1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102098,0,Cash loans,F,Y,Y,0,180000,331920,17077.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-17531,-1078,-4953,-938,7,1,1,0,1,1,1,Laborers,2,1,1,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 1,,0.666583409,0.661023539,0.0753,0.1099,0.9866,0.9524,0.0421,0.16,0.069,0.4167,0.1667,0.0347,0.1084,0.1466,0.0154,0.0859,0.0137,0.114,0.9767,0.9543,0.0424,0.1611,0.069,0.375,0.1667,0.0355,0.1185,0.129,0.0156,0.0297,0.076,0.1099,0.9866,0.953,0.0423,0.16,0.069,0.4167,0.1667,0.0353,0.1103,0.1492,0.0155,0.0877,org spec account,block of flats,0.1874,"Stone, brick",No,0,0,0,0,-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102101,0,Cash loans,M,Y,Y,0,225000,225000,17775,225000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-13891,-587,-5928,-4672,3,1,1,0,1,1,0,Core staff,2,1,1,THURSDAY,11,0,0,0,0,0,0,Telecom,,0.740531536,,0.1969,0.093,0.9796,0.7212,0.0411,0.32,0.1379,0.4583,0.5,0.0184,0.1605,0.1905,0,0.0011,0.2006,0.0947,0.9796,0.7321,0.0291,0.3222,0.1379,0.4583,0.5,0.0186,0.1754,0.1981,0,0.0011,0.1988,0.093,0.9796,0.7249,0.0413,0.32,0.1379,0.4583,0.5,0.0187,0.1633,0.1939,0,0.0011,reg oper account,block of flats,0.1498,Panel,No,1,0,1,0,-652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102102,0,Cash loans,F,N,Y,0,202500,1379556,52677,1269000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-21596,-3744,-3504,-4598,,1,1,0,1,1,0,Managers,2,2,2,WEDNESDAY,17,0,0,0,0,0,0,Medicine,0.809281914,0.664582939,0.689479143,0.066,0.0382,0.9851,0.796,0,0,0.1379,0.1667,0.0417,,0.053,0.0584,0.0039,0.0265,0.0672,0.0396,0.9851,0.804,0,0,0.1379,0.1667,0.0417,,0.0579,0.0608,0.0039,0.028,0.0666,0.0382,0.9851,0.7987,0,0,0.1379,0.1667,0.0417,,0.0539,0.0594,0.0039,0.027,reg oper account,block of flats,0.0566,"Stone, brick",No,0,0,0,0,-1033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102103,0,Revolving loans,M,Y,N,0,405000,405000,20250,405000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.025164,-12427,-1678,-1747,-3908,4,1,1,0,1,0,0,,2,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.539869134,0.436506499,0.2443,0.1469,0.9965,0.9524,0.1461,0.28,0.2414,0.375,,0.0364,,0.2697,,0.1036,0.2489,0.1524,0.9965,0.9543,0.1475,0.282,0.2414,0.375,,0.0372,,0.281,,0.1097,0.2467,0.1469,0.9965,0.953,0.1471,0.28,0.2414,0.375,,0.037,,0.2745,,0.1058,reg oper account,block of flats,0.292,Panel,No,2,0,2,0,-1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102104,0,Revolving loans,F,N,Y,0,108000,270000,13500,270000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.018634,-12441,-224,-5968,-3990,,1,1,0,1,0,0,Core staff,1,2,2,TUESDAY,12,0,0,0,0,0,0,Government,0.654245917,0.58303321,0.639707568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
102105,0,Cash loans,M,N,N,0,270000,495000,18472.5,495000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.019101,-16763,365243,-4476,-318,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.706301405,0.452533559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102106,0,Cash loans,M,N,Y,0,180000,528633,25560,472500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018634,-13345,-321,-5835,-4346,,1,1,0,1,0,0,,1,2,2,FRIDAY,11,0,0,0,0,1,1,Business Entity Type 2,0.219842462,0.592168539,0.401407414,,,0.9866,,,0,0.2759,0.1667,,0.0587,,0.1032,,,,,0.9866,,,0,0.2759,0.1667,,0.06,,0.1075,,,,,0.9866,,,0,0.2759,0.1667,,0.0597,,0.1051,,,,block of flats,0.09,"Stone, brick",No,1,0,1,0,-1187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
102107,0,Cash loans,F,Y,Y,0,225000,781920,42417,675000,Family,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.011657,-15264,-1013,-7358,-4909,8,1,1,1,1,1,0,Private service staff,2,1,1,FRIDAY,10,0,0,0,0,0,0,Services,0.643998719,0.702782732,0.591976618,0.0474,0.0305,0.9801,0.728,0.0081,0.04,0.0345,0.3333,0.375,0,0.0378,0.0385,0.0039,0.0012,0.0483,0.0317,0.9801,0.7387,0.0082,0.0403,0.0345,0.3333,0.375,0,0.0413,0.0402,0.0039,0.0012,0.0479,0.0305,0.9801,0.7316,0.0082,0.04,0.0345,0.3333,0.375,0,0.0385,0.0392,0.0039,0.0012,reg oper account,block of flats,0.0352,"Stone, brick",No,0,0,0,0,-794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
102108,0,Cash loans,M,N,Y,1,315000,1288350,37800,1125000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-15919,-3085,-1869,-1893,,1,1,0,1,1,0,Laborers,3,1,1,THURSDAY,15,0,0,0,0,0,0,Other,,0.764523645,0.145542813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-1312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
102109,0,Cash loans,F,N,N,2,148500,675000,46980,675000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0105,-12765,-1374,-5099,-2054,,1,1,0,1,0,0,Sales staff,4,3,3,WEDNESDAY,14,0,0,0,1,1,0,Business Entity Type 3,0.49962935,0.652199713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102110,0,Cash loans,M,N,Y,0,135000,225000,8082,225000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.019101,-16107,-607,-7298,-4093,,1,1,0,1,0,0,Laborers,2,2,2,SUNDAY,9,0,0,0,0,1,1,Self-employed,0.510383333,0.680354475,0.609275667,0.0804,0.0422,0.9816,0.7484,0.0175,0,0.0345,0.1667,0.2083,0.0112,0.0639,0.0357,0.0077,0.0648,0.0819,0.0438,0.9816,0.7583,0.0177,0,0.0345,0.1667,0.2083,0.0114,0.0698,0.0371,0.0078,0.0686,0.0812,0.0422,0.9816,0.7518,0.0176,0,0.0345,0.1667,0.2083,0.0113,0.065,0.0363,0.0078,0.0662,reg oper account,block of flats,0.0421,"Stone, brick",No,3,0,3,0,-1501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102111,0,Cash loans,F,Y,Y,0,270000,1339884,36976.5,1170000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.072508,-17998,-1127,-5521,-1508,2,1,1,0,1,1,0,,2,1,1,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.772132803,0.586740009,,,0.9742,,,,,,,,,0.0511,,0.0382,,,0.9742,,,,,,,,,0.0532,,0.0404,,,0.9742,,,,,,,,,0.052,,0.039,,block of flats,0.0529,,No,0,0,0,0,-1487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3
102114,1,Cash loans,F,N,Y,2,90000,781920,25969.5,675000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-14510,-7648,-202,-4280,,1,1,1,1,0,0,Laborers,4,3,3,SUNDAY,7,0,0,0,0,0,0,Housing,0.415118107,0.191525863,0.203252114,0.3268,0.3422,0.9856,0.7824,0.2893,0,0.7931,0.1667,0.2083,0.3617,0.2664,0.3213,0,0.0255,0.333,0.3551,0.9856,0.7909,0.292,0,0.7931,0.1667,0.2083,0.3699,0.2911,0.3348,0,0.027,0.33,0.3422,0.9856,0.7853,0.2912,0,0.7931,0.1667,0.2083,0.368,0.2711,0.3271,0,0.026,reg oper account,block of flats,0.2583,Panel,No,2,1,2,1,-1314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102115,0,Cash loans,M,Y,Y,0,247500,450000,42642,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-15209,-7685,-7427,-159,6,1,1,1,1,1,0,Laborers,2,2,2,TUESDAY,14,0,0,0,0,0,0,Other,,0.64481771,0.69562193,0.0773,0.0726,0.9901,0.864,0.0291,0,0.1724,0.1667,0.2083,0.0632,0.063,0.0731,0,0,0.0788,0.0753,0.9901,0.8693,0.0294,0,0.1724,0.1667,0.2083,0.0647,0.0689,0.0761,0,0,0.0781,0.0726,0.9901,0.8658,0.0293,0,0.1724,0.1667,0.2083,0.0643,0.0641,0.0744,0,0,reg oper account,block of flats,0.0734,Panel,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
102116,0,Cash loans,F,Y,Y,0,405000,1705500,53680.5,1705500,Unaccompanied,Working,Higher education,Separated,House / apartment,0.072508,-17231,-1344,-10937,-774,0,1,1,1,1,1,0,Laborers,1,1,1,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.664164607,0.746196614,0.6577838,0.3928,0.204,0.9786,0.7076,0.0654,0.64,0.2759,0.4583,0.5,0.037,0.3202,0.3791,0,0.0042,0.2983,0.1561,0.9786,0.719,0.0492,0.4834,0.2069,0.4583,0.5,0.0278,0.2608,0.2945,0,0,0.3966,0.204,0.9786,0.7115,0.0658,0.64,0.2759,0.4583,0.5,0.0377,0.3258,0.3859,0,0.0042,reg oper account,block of flats,0.2241,Block,No,0,0,0,0,-300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
102117,0,Cash loans,M,Y,N,0,315000,1113840,57001.5,900000,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.035792,-15722,-1073,-1022,-4219,65,1,1,0,1,0,0,Laborers,1,2,2,TUESDAY,11,0,0,0,1,1,0,Services,,0.583665693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102118,0,Cash loans,F,N,Y,0,180000,1350000,70033.5,1350000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.00496,-21517,365243,-232,-4270,,1,0,0,1,1,0,,1,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,,0.731825558,0.639707568,0.0928,,,,,,,0.125,,,,,,,0.0945,,,,,,,0.125,,,,,,,0.0937,,,,,,,0.125,,,,,,,,block of flats,0.0595,,No,1,0,1,0,-1052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
102119,0,Cash loans,M,Y,Y,2,108000,594121.5,26298,472500,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-13675,-1903,-7252,-4314,19,1,1,0,1,0,1,Low-skill Laborers,4,2,2,THURSDAY,17,0,0,0,0,0,0,Self-employed,,0.573835169,0.29859499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
102120,0,Cash loans,M,Y,Y,0,105750,1042560,34587,900000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.008068,-21282,365243,-3084,-4501,40,1,0,0,1,1,0,,2,3,3,TUESDAY,8,0,0,0,0,0,0,XNA,0.509353931,0.217332466,0.697146908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102121,0,Cash loans,F,Y,Y,2,135000,191880,19791,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-17421,-702,-667,-751,5,1,1,0,1,0,0,Cooking staff,4,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,0.544532874,0.570125145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102124,0,Cash loans,F,N,Y,0,157500,675000,29731.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-16598,-168,-4658,-157,,1,1,1,1,1,0,Core staff,2,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.850606006,0.647148111,0.776409851,0.0866,0.1006,0.9821,0.7552,0.0144,0,0.2069,0.1667,0.2083,0.0642,0.0706,0.0819,0,0,0.0882,0.1044,0.9821,0.7648,0.0145,0,0.2069,0.1667,0.2083,0.0656,0.0771,0.0853,0,0,0.0874,0.1006,0.9821,0.7585,0.0145,0,0.2069,0.1667,0.2083,0.0653,0.0718,0.0833,0,0,org spec account,block of flats,0.0723,Panel,No,0,0,0,0,-688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
102127,0,Cash loans,F,Y,Y,1,112500,454500,19255.5,454500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.028663,-21244,365243,-4592,-4615,64,1,0,0,1,0,1,,3,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,0.85107157,0.30042311,0.622922,0.0464,0.0499,0.9921,0.8912,0.0214,0,0.1034,0.1667,0.2083,0,0.0378,0.0455,0,0,0.0473,0.0518,0.9921,0.8955,0.0216,0,0.1034,0.1667,0.2083,0,0.0413,0.0475,0,0,0.0468,0.0499,0.9921,0.8927,0.0216,0,0.1034,0.1667,0.2083,0,0.0385,0.0464,0,0,reg oper account,block of flats,0.0475,Block,No,5,0,5,0,-1659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102128,1,Revolving loans,M,N,Y,0,90000,202500,10125,202500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-9830,-337,-4688,-2446,,1,1,0,0,0,0,Laborers,2,2,2,SUNDAY,11,0,0,0,0,0,0,Business Entity Type 1,,0.547935552,0.000527265,0.0165,,0.9747,,,,0.069,0.0417,,,,,,,0.0168,,0.9747,,,,0.069,0.0417,,,,,,,0.0167,,0.9747,,,,0.069,0.0417,,,,,,,,block of flats,0.0099,"Stone, brick",No,0,0,0,0,-527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102129,0,Revolving loans,M,N,Y,2,270000,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-14491,-211,-1526,-3165,,1,1,0,1,0,0,Drivers,4,3,3,THURSDAY,8,0,0,0,0,0,0,Trade: type 7,0.371410736,0.519934546,0.524496446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102130,0,Cash loans,F,N,Y,1,157500,1125000,47794.5,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689,-16672,-5081,-6187,-203,,1,1,0,1,0,0,Sales staff,3,2,2,MONDAY,11,0,0,0,0,0,0,Self-employed,,0.493398257,0.740799088,0.0052,,0.9568,0.49,,,,0,,0.0328,,0.0027,,,0.0042,,0.9513,0.51,,,,0,,0.0336,,0.0028,,,0.0052,,0.9568,0.4968,,,,0,,0.0334,,0.0028,,,,block of flats,0.0021,"Stone, brick",No,3,0,3,0,-272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
102131,0,Cash loans,M,Y,N,2,171000,675000,34420.5,675000,"Spouse, partner",Working,Higher education,Married,House / apartment,0.026392,-9979,-957,-1522,-2450,14,1,1,0,1,0,0,Laborers,4,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.676341825,0.344155007,0.2711,0.2337,0.9831,,,0,0.5862,0.1667,,0.3016,,0.2475,,0.0042,0.2763,0.2425,0.9831,,,0,0.5862,0.1667,,0.3085,,0.2579,,0.0045,0.2738,0.2337,0.9831,,,0,0.5862,0.1667,,0.3069,,0.2519,,0.0043,,block of flats,0.1956,Panel,No,5,0,5,0,-568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
102132,0,Cash loans,F,N,Y,0,157500,640080,31261.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-17211,-414,-482,-722,,1,1,0,1,0,0,Laborers,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.563553344,0.179821765,0.0546,0.056,0.9583,0.4288,0.0069,0,0.1724,0.125,0.1667,0.0143,0.0445,0.0504,0,0,0.0557,0.0581,0.9583,0.4512,0.0069,0,0.1724,0.125,0.1667,0.0146,0.0487,0.0525,0,0,0.0552,0.056,0.9583,0.4364,0.0069,0,0.1724,0.125,0.1667,0.0145,0.0453,0.0513,0,0,reg oper account,block of flats,0.0434,"Stone, brick",No,6,1,6,1,-438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102133,1,Cash loans,F,N,Y,0,90000,540000,25978.5,540000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-16996,-3195,-2386,-544,,1,1,1,1,1,0,Sales staff,2,3,3,TUESDAY,14,0,0,0,0,1,1,Self-employed,,0.33690391,0.598926218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1880,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
102134,0,Cash loans,F,N,Y,1,78750,225000,22383,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-18100,-3102,-5514,-1641,,1,1,1,1,1,0,Accountants,3,2,2,SUNDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.678883209,0.759712182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102135,1,Cash loans,F,N,N,0,360000,1236816,36162,1080000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-18228,-5388,-4617,-1775,,1,1,1,1,1,0,Managers,2,2,2,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.297563108,,0.1773,0.0617,0.9841,0.7824,,0.2,0.1724,0.3333,0.375,0.0985,0,0.1872,0,0.0341,0.1807,0.064,0.9841,0.7909,,0.2014,0.1724,0.3333,0.375,0.1007,0,0.1951,0,0.0361,0.179,0.0617,0.9841,0.7853,,0.2,0.1724,0.3333,0.375,0.1002,0,0.1906,0,0.0348,reg oper account,block of flats,0.1805,Panel,No,10,0,10,0,-258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102136,0,Cash loans,M,N,N,1,225000,284400,22468.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009549,-12913,-3304,-5625,-4119,,1,1,0,1,0,0,Laborers,3,2,2,SATURDAY,15,0,0,0,0,0,0,Construction,0.40371594,0.589138992,0.406617437,0.1402,0.0736,0.9856,0.8028,0.0603,0.16,0.1379,0.3333,0.375,0.0725,0.1143,0.1501,0,0,0.1429,0.0764,0.9856,0.8105,0.0609,0.1611,0.1379,0.3333,0.375,0.0741,0.1249,0.1564,0,0,0.1416,0.0736,0.9856,0.8054,0.0607,0.16,0.1379,0.3333,0.375,0.0737,0.1163,0.1528,0,0,reg oper spec account,block of flats,0.1383,"Stone, brick",No,6,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
102137,0,Cash loans,M,Y,Y,1,157500,432567,18454.5,328500,Unaccompanied,Working,Higher education,Married,With parents,0.010147,-10048,-1318,-7833,-2712,1,1,1,0,1,0,0,Sales staff,3,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.595880863,0.484611967,0.547810466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,0,1,0,-1166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
102138,0,Cash loans,F,N,Y,0,135000,725328,26181,540000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.032561,-22487,-1215,-264,-530,,1,1,0,1,0,0,,1,1,1,MONDAY,12,0,0,0,0,0,0,Other,0.726751005,0.718836054,0.283711883,0.3175,0.1692,0.9796,0.7212,,0.24,0.3621,0.2708,0.2917,0.0974,0.2589,0.3052,0.0135,0.1294,0.1597,0.1729,0.9791,0.7256,,0.0403,0.3448,0.2083,0.2083,0.0996,0.1396,0.1543,0,0,0.3206,0.1692,0.9796,0.7249,,0.24,0.3621,0.2708,0.2917,0.0991,0.2634,0.3107,0.0136,0.1321,reg oper account,block of flats,0.4207,Panel,No,0,0,0,0,-1728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
102139,0,Cash loans,F,Y,Y,1,180000,254799,13950,193500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-15222,-3981,-8296,-4613,7,1,1,0,1,0,0,Managers,3,2,2,THURSDAY,15,0,0,0,0,1,1,Other,0.27620716,0.541818651,0.549596502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
